"date" "rain" "flow" "temp_medio" "u2" "Eto"
"156" "dez/92" 230.58 14952 23.8724584890583 1.36893786196871 120.394359393579
"157" "jan/93" 95.5 17690 24.7727570184544 1.55670730704866 157.245883759758
"158" "fev/93" 116.72 14160 24.8694125175425 1.5444722498263 131.383972929817
"159" "mar/93" 41.16 12780 25.9103844229144 1.46207348746505 165.907195254391
"160" "abr/93" 58.21 8124 25.2282120673137 1.4469567277785 128.954190647658
"161" "mai/93" 20 5737 23.3354624049501 1.65755815736754 116.851660042162
"162" "jun/93" 19.2 4403 21.830760565378 1.66064447593964 100.84629196824
"163" "jul/93" 14.43 3809 22.0289344118288 1.68686250085131 113.950300013375
"164" "ago/93" 13.47 3645 22.8497948486117 1.71942141453177 125.878287308093
"165" "set/93" 21.59 3261 25.1109455122542 1.69928775373875 145.605953391589
"166" "out/93" 55.14 3810 25.7380158161257 1.92806607089213 169.18426289259
"167" "nov/93" 84.12 3966 26.4727248879021 1.84086314603651 165.183291523389
"168" "dez/93" 179.94 5755 25.7382868308321 1.6372266029334 147.009756282042
"169" "jan/94" 209.26 15743 25.3335569070088 1.2951120670451 140.055332994657
"170" "fev/94" 95.18 14657 25.954135769269 1.3759480003395 140.562503784195
"171" "mar/94" 245.07 14666 24.7009972305774 1.22843331677858 125.31397682974
"172" "abr/94" 76.27 15188 24.4892659597232 1.43559788265593 123.672914213278
"173" "mai/94" 39.71 6921 23.8543264130382 1.42748124758466 115.584056083305
"174" "jun/94" 50.81 4956 22.4194385537431 1.42808522049845 95.9520548404382
"175" "jul/94" 16.41 4206 21.6032324992571 1.7875726814807 109.665510639898
"176" "ago/94" 9.38 3424 22.2485740736484 1.6783092512024 134.505840721405
"177" "set/94" 13.3 3411 24.3719637973717 1.97090154164274 161.2048035292
"178" "out/94" 29.32 2709 26.3335501387656 1.88078735921406 178.495151011597
"179" "nov/94" 135.37 2998 25.8870995836082 1.68017758900338 148.957331205897
"180" "dez/94" 129.14 9162 25.8608303147761 1.58403093943393 155.941031272143
"181" "jan/95" 118.61 8980 26.1589510277471 1.36735915135596 159.278820021332
"182" "fev/95" 165.92 9237 25.3744375208238 1.23767462654425 126.511003965783
"183" "mar/95" 137.32 9462 25.6670711147149 1.31917605975054 141.936281398289
"184" "abr/95" 62.31 8236 24.8210284249748 1.2667949807167 117.559088447704
"185" "mai/95" 55.8 5525 24.0575930118103 1.23461488266727 103.926865060005
"186" "jun/95" 29.36 4247 21.8169436906627 1.43690830379701 96.7020374714209
"187" "jul/95" 15.07 3301 22.1701459988426 1.70155464400491 112.455655933406
"188" "ago/95" 7.25 2897 23.1703438096555 1.79575363454423 142.338335763401
"189" "set/95" 9.72 2316 24.7430788479434 2.04481160572041 161.227843343092
"190" "out/95" 68.17 2816 26.3720375755763 1.65255196667857 168.308718684693
"191" "nov/95" 177.47 5072 25.0047791808016 1.61801288778513 139.02156782584
"192" "dez/95" 231.42 9510 25.1766188022841 1.34276123688146 135.644619850765
"193" "jan/96" 73.94 13994 25.6324588177337 1.42688292901109 164.499750499434
"194" "fev/96" 71.32 7180 26.3679694405 1.45286377675449 155.096496833882
"195" "mar/96" 111.76 6599 26.1431659884808 1.30940761828326 140.187962356448
"196" "abr/96" 102.43 5700 24.7738810574115 1.45225168771937 121.492501231706
"197" "mai/96" 59.05 4011 23.43321567831 1.32258235758071 109.782370865905
"198" "jun/96" 28.96 3135 21.8823290377589 1.66720915484783 103.40637177159
"199" "jul/96" 14.31 2624 21.5223220222769 1.7009749530868 114.81829413142
"200" "ago/96" 20.88 2061 23.0599751009395 1.86955980265206 134.007955028837
"201" "set/96" 17.02 2062 24.97900534183 2.11244704537152 160.63880662683
"202" "out/96" 66.75 2427 26.2146770137353 1.74826426492073 162.227536852931
"203" "nov/96" 204.94 5012 24.8555684307859 1.65134460559707 132.028258786935
"204" "dez/96" 133.15 10357 25.6291920123521 1.47124180227166 151.26849974433
"205" "jan/97" 215.95 18744 24.9825825792164 1.36087718004465 134.565916221886
"206" "fev/97" 76.15 15085 25.2650749572586 1.60284440551081 142.147972009551
"207" "mar/97" 297.04 12932 24.055331290543 1.48776642138464 115.076757630272
"208" "abr/97" 101.05 13278 23.674302774375 1.30483104242347 107.411500366781
"209" "mai/97" 40 7825 21.9567726793618 1.53879469850425 99.1210780124149
"210" "jun/97" 25.13 5374 21.7037705326668 1.28628276442272 94.4829781238742
"211" "jul/97" 15.62 4119 21.3052190148877 1.72440495294399 108.985150897027
"212" "ago/97" 8.71 3714 22.1202842146806 1.85151879408857 138.09923994821
"213" "set/97" 19.91 3247 26.2647049649964 1.61214556957541 157.411695616906
"214" "out/97" 70.14 3368 26.7466380354939 1.71125092109552 170.097914257939
"215" "nov/97" 93.89 3951 26.7287215387062 1.51340672212401 161.512186048456
"216" "dez/97" 157.19 9500 26.1862170973138 1.47920702827053 152.4388273266
"217" "jan/98" 151.46 10594 26.2234278772206 1.3336827898 146.156857050361
"218" "fev/98" 135.04 10074 26.8161337001407 1.38621232137059 140.269475230589
"219" "mar/98" 58.26 9703 27.0524313476907 1.53165489414434 158.882580105967
"220" "abr/98" 20.85 4962 27.0270372720741 1.62719140369824 148.172222019361
"221" "mai/98" 28.31 3724 24.7335509010835 1.67641545397173 127.865965114653
"222" "jun/98" 15.57 2970 22.7728533170977 1.77483925659309 110.246406755117
"223" "jul/98" 13.22 2532 22.7650458758648 1.73318237195805 120.042694032472
"224" "ago/98" 13.04 2342 24.2005091096279 1.90881423290306 145.188932596658
"225" "set/98" 5.16 2076 25.8278760679733 2.09821214223039 170.185413667574
"226" "out/98" 49.17 2133 26.5141500454446 1.96094275127708 171.664846141713
"227" "nov/98" 197.97 5617 25.4898375659631 1.41230938774016 132.471851082195
"228" "dez/98" 148.21 9429 25.5800968623469 1.46044727140259 148.854073936671
"229" "jan/99" 109.33 9412 25.848151162941 1.40276434450922 155.156495670478
"230" "fev/99" 102.26 5773 26.120242629848 1.5162840044472 142.844976046555
"231" "mar/99" 159.12 11913 25.1914309006541 1.26180225687123 136.342606242973
"232" "abr/99" 12.42 7741 25.2318007105752 1.6303214985988 138.894945391467
"233" "mai/99" 20.58 3918 23.5133624460607 1.53884465697835 115.940110738848
"234" "jun/99" 8.71 2734 22.9210493022345 1.49532295958444 105.997455064819
"235" "jul/99" 8.46 2357 22.2364945881602 1.96125997184091 119.986468250903
"236" "ago/99" 5.81 2022 22.3912014880826 2.08359478151827 138.630390389285
"237" "set/99" 23.95 2250 24.511435400863 1.90959096114634 151.901792927107
"238" "out/99" 81.15 1810 25.0873450214798 1.8323266923475 153.135748879171
"239" "nov/99" 192.84 4519 24.4752234842238 1.52822823103558 130.839561006693
"240" "dez/99" 203.17 9395 24.6618393577189 1.46180705091273 135.184876870801
"241" "jan/00" 160.65 12776 25.0167905627226 1.34602280972404 139.121749221719
"242" "fev/00" 135.14 15464 25.1318900478232 1.34938159176526 132.516658964291
"243" "mar/00" 133.45 13478 24.8589480544696 1.4365110323826 133.180002737073
"244" "abr/00" 53.71 10852 24.5553599158578 1.43195502421293 122.936292574159
"245" "mai/00" 6.54 5417 23.3210294647511 1.48613611114746 115.028186731075
"246" "jun/00" 9.72 3665 22.1493205657511 1.59461802657758 102.023161518042
"247" "jul/00" 8.18 2852 22.0959076315127 1.75157316120131 113.31000343259
"248" "ago/00" 14.71 2941 23.3232082750393 1.89565356687111 137.635372378457
"249" "set/00" 35.67 2773 24.4450823409427 2.10777357464047 147.945484604494
"250" "out/00" 30.31 2415 26.4558411078678 1.92239868778786 179.942079012383
"251" "nov/00" 204.97 5035 24.9557269335422 1.597696597592 134.845518364313
"252" "dez/00" 230.07 10726 24.9475763704814 1.41830570545027 131.349744129629
"253" "jan/01" 50.03 10247 25.1634619312206 1.5859077007744 161.221612020557
"254" "fev/01" 56.99 5278 26.1914158205334 1.45611007182811 146.502199831983
"255" "mar/01" 116.53 5249 25.2481249354049 1.35211026820878 137.176983010881
"256" "abr/01" 24.52 3920 25.1169135618875 1.61561654238657 136.583570595918
"257" "mai/01" 25.22 2521 24.643030956092 1.40658981429096 120.50160903676
"258" "jun/01" 17.06 2469 22.5999565154228 1.70821584818159 105.869263702155
"259" "jul/01" 10.46 1990 22.4066015449263 1.81664195703886 117.374775705483
"260" "ago/01" 9.36 1844 22.5094743055639 2.26679235595691 138.034812965443
"261" "set/01" 13.19 1942 24.9878867845167 1.9272301809562 153.799438577722
"262" "out/01" 75.99 2187 25.5342336553339 1.74271272300803 155.169181963228
"263" "nov/01" 128.41 3483 25.9892911130482 1.53779828148385 147.442811517648
"264" "dez/01" 160.86 6494 25.5525462178393 1.66839106238089 149.405477862123
"265" "jan/02" 220.36 15221 24.9367959364703 1.58552351229849 133.687478925141
"266" "fev/02" 131.09 14308 24.9916027246362 1.40656070794728 129.237089823389
"267" "mar/02" 52.82 10773 25.6398300520257 1.565240533023 149.25351102923
"268" "abr/02" 22.92 6850 25.1886482186047 1.55369659619922 135.16997693514
"269" "mai/02" 24.1 3294 23.9746290860241 1.55134889314649 120.689729973044
"270" "jun/02" 7.75 2652 22.648550530453 1.70898296988579 105.280413154845
"271" "jul/02" 9.13 2496 22.9705396481787 1.68908214675496 117.696910012776
"272" "ago/02" 7.33 1931 23.5039501248396 2.03838082957704 146.507388353768
"273" "set/02" 39.34 1510 24.9998196567958 1.93619113943433 152.750529651071
"274" "out/02" 13.43 1939 26.8090647247334 1.92884528508976 189.19221245403
"275" "nov/02" 96.68 2756 26.3176873517794 1.77926287292058 166.39304369744
"276" "dez/02" 188.39 5511 26.2288781416048 1.46032556210249 148.700381692307
"277" "jan/03" 179.71 12384 25.8022900695196 1.33003792577942 141.049277071102
"278" "fev/03" 53.51 13393 25.8339594758377 1.6048926625096 144.020639553596
"279" "mar/03" 125.03 8142 25.7628060623321 1.47726825690037 140.292569256584
"280" "abr/03" 34 7894 25.432388549912 1.50879464846612 134.286795216127
"281" "mai/03" 25.99 4146 23.7866610738813 1.56602801544518 114.570070250633
"282" "jun/03" 5.74 2956 22.6063521224989 1.55819740700178 107.024910459216
"283" "jul/03" 6.99 2648 21.7393533515961 1.90820342246976 119.025409391648
"284" "ago/03" 14.5 2228 23.573163782746 1.83223411965312 135.704930295127
"285" "set/03" 10.59 2027 25.0052651307678 2.05122996406784 159.242354312693
"286" "out/03" 20.47 1496 26.0702619756583 2.00770702413446 175.586104379573
"287" "nov/03" 84.4 2453 26.0593564233493 1.798486911727 158.429157674453
"288" "dez/03" 89.02 4829 26.8363161653955 1.70456633416395 171.261924820327
"289" "jan/04" 304.4 9274 25.0063848756505 1.40618550034521 120.709005226272
"290" "fev/04" 189.38 14870 24.5397417540081 1.23586356781709 117.694377371263
"291" "mar/04" 182.38 19987 24.6125226605532 1.29083913881837 128.257786117669
"292" "abr/04" 57.95 15828 24.6165809490436 1.3533117485648 120.154116281601
"293" "mai/04" 18.14 8536 23.800572942473 1.46488139951636 113.532354000169
"294" "jun/04" 14.23 4548 21.8554150568539 1.68652036235273 99.4974109503865
"295" "jul/04" 14.82 3917 21.3702385705983 1.83068709353254 112.088640055746
"296" "ago/04" 4.59 3066 22.7917429321017 1.8449151523769 139.900072641776
"297" "set/04" 4.39 2684 24.5280250860857 2.09577143822034 167.921018265642
"298" "out/04" 46.72 2624 26.4239671589642 1.92271828391792 173.322191226231
"299" "nov/04" 84.61 3089 26.372337870257 1.85568532062482 163.368796047191
"300" "dez/04" 116.76 5463 25.8454045623564 1.53184777854469 155.107822813059
"301" "jan/05" 166.48 12273 25.9170315501775 1.42444848568015 144.535809172151
"302" "fev/05" 142.71 14671 25.5533327173836 1.35300901164516 130.535230052163
"303" "mar/05" 163.96 14724 25.5044616496616 1.25604810559109 130.764028038497
"304" "abr/05" 57.16 12341 25.0980144333459 1.44272855853018 125.415214307711
"305" "mai/05" 46.79 6703 23.2341754793151 1.59233827944368 107.244537928295
"306" "jun/05" 17.48 4407 22.411979829242 1.69661942244229 98.920199780397
"307" "jul/05" 7.75 3568 21.6770280078928 1.7829119843326 111.515929237218
"308" "ago/05" 6.12 2940 23.0398482336643 1.90144943910694 138.695054067133
"309" "set/05" 19.59 2920 25.333738510452 1.95973918659843 155.078644450282
"310" "out/05" 17.69 2755 27.196526295361 1.91889521146401 191.324784613411
"311" "nov/05" 165.28 4114 25.6056748600248 1.65933751460625 143.765267426279
"312" "dez/05" 182.75 12907 24.8296956836372 1.47490144634342 138.928719243813
